Time,Operator,Flight #,Route,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Date_parsed,Modele,Version,Ville,Pays,Aboard_filled,Fatalities_filled
,Lebanese International Airways,,Beirut - Kuwait City,OD-ACK,30249,27.0,27.0,0.0,Crashed into the ocean on takeoff.,1957-10-03,curtiss,c-46a-45-cu,beirut,lebanon,27.0,27.0
16:51,British European Airways,,London - Belfast,G-AOJA,150,7.0,7.0,0.0,"While attempting to land at Belfast, in poor weather, the plane drifted to the right of the runway, overshot the runway and crashed. Cause unknown.",1957-10-23,vickers,802 viscount,belfast,ireland,7.0,7.0
18:05,Iberia Airlines,,Tanger - Madrid,EC-ACH,19332,21.0,21.0,0.0,"Intense fire in the No.1 engine while en route, caused by foreign objects entering from the nacelle.",1957-10-28,douglas,dc-3,madrid,spain,21.0,21.0
,Transportes Aereos Mexicanos,,,XA-LIW,,3.0,3.0,0.0,The cargo plane crashed en route.,1957-10-30,fairchild,c-82a,near campeche,mexico,3.0,3.0
,Bristol Aeroplane Co.,,,G-ANCA,12917,15.0,15.0,0.0,Crashed on a training flight. The right wing suddenly dropped and the aircraft went into a very steeply banked right hand turn and crashed. Instrument failure leading to loss of control. Undetermined cause. Possible failure of the auto-pilot.,1957-11-06,bristol,britannia 175,bristol,england,15.0,15.0
16:27,Pan American World Airways,7,San Fransisco - Honolulu,N90944,15960/40,44.0,44.0,0.0,"The aircraft disappeared mid-way on a flight between San Francisco and Honolulu. Wreckage was found 940 miles NE of Honolulu 5 days later. Officially, the cause was never determined.  Possible in-flight fire. High levels of carbon monoxide were found in the 19 bodies that were recovered, though this could have resulted from exposure to seawater. The aircraft was named 'Clipper Romance of the Skies.'",1957-11-09,boeing,- 377-10-29 stratocruiser,900 miles e of honolulu,pacifiocean,44.0,44.0
20:08,Aviaco,,Barcelona - Palma de Mallorca,EC-ANZ,14117,4.0,4.0,0.0,"The aircraft hit a mountain at 1,500 feet while on approach after the pilot turned the wrong way. Weather was rain and turbulence. Pilot error.",1957-11-15,havilland,dh-114 heron 2d,near palma de mallorca,spain,4.0,4.0
22:54,Aquilla Airways,,Southhampton - Lisbona,G-AKNU,S-1299,58.0,43.0,0.0,The plane crashed into the face of a quarry between Chessel and Brook on the Isle of Wight. The last message transmitted from the aircraft was 'No. 4 engine feathered. Coming back in a hurry.'  Electrical failure or accidental cut-off of the fuel actuator circuit of the No. 3 and No. 4 engines.,1957-11-15,short,solent 3 (flying boat),chessell down hants,england,58.0,43.0
11:33,Straits Air Freight Express,,Paraparaumu - Timaru,ZK-AYH,12828,4.0,4.0,0.0,The cargo plane lost a wing in flight and crashed into farmlands. In-flight structural fatigue failure of the starboard front lower spar boom.,1957-11-21,bristol,170 freighter 31,christchurch,new zealand,4.0,4.0
16:45,Aerolineas Argentinas,,Buenos Aires - San Carlos,LV-AHZ,27227,61.0,61.0,0.0,The plane crashed during a storm. Left wing detached in extreme turbulence. The pilot descending on a track well below the minimum safety flight altitude established for this type of operation. The absence in the flight plan of a forecast showing the intensity of the meteorological phenomena encountered. Inadequate operational dispatch of the aircraft.,1957-12-08,douglas,dc-4,bolivar,argentina,61.0,61.0
,Northern Wings,,,CF-GKV,13837/25282,3.0,3.0,0.0,,1957-12-10,douglas,c-47a,jeannine lake,canada,3.0,3.0
13:12,Philippine Air Lines,,Ozamis City - Pagadian,,,12.0,2.0,0.0,While taking off the plane stalled and hit trees. The uncontrollable stall at low altitude which resulted from the abrupt steep climb immediately after takeoff. Contributing factors were the improper loading of the aircraft and the prevailing gusty wind with a relatively high ambient temperature.,1957-12-11,havilland,canada dhc-3 otter,ozamis city,philippines,12.0,2.0
,Scottish Airlines,,Malta - London,G-AMUN,,4.0,4.0,0.0,The cargo plane crash landed short of the runway on the third landing attempt. The accident was due to an error on the part of the captain in that while making an attempt to land he continued the approach below the critical height without sufficient visual reference to the ground.,1957-12-23,avro,685 york c-1,stansted,england,4.0,4.0
16:00,Military - U.S. Navy,,,143197,,23.0,19.0,0.0,"The aircraft lost all power during a simulated emergency maneuver and struck the water after descending from a altitude of 1,000 ft. One of the crew moved an emergency shut-off lever in the wrong direction depriving all four engines of their fuel supply. The plane hit the water and broke in two. It was ruled the check pilot had failed to initiate remedial action when the aircraft began to lose altitude and failed to exercise authority when the real emergency developed.",1957-12-23,lockheed,wv-2,off oahu,hawaii,23.0,19.0
,Aerolineas Argentinas,,Buenos Aires - Rosario - Corrientes,LV-AAR,,51.0,9.0,0.0,The flying boat sank in Buenos Aires harbor while trying to make an emergency landing after losing an engine.,1957-12-31,short,sunderland,buenos aires,argentina,51.0,9.0
,Cruzeiro,,,PP-CEF,10200,3.0,3.0,0.0,The cargo plane lost the No. 1 engine on takeoff and crashed.,1958-01-16,fairchild,c-82a,belem,brazil,3.0,3.0
,TAM (Bolivia),,Tipuani - La Paz,TAM-04,,11.0,11.0,0.0,Crashed in mountainous terrain while en route.,1958-01-20,douglas,dc-3,near la paz,bolivia,11.0,11.0
,Loide Aéreo Nacional,,Rio de Janerio - Fortaleza,PP-LEM,18336,67.0,5.0,0.0,The plane abandoned the takeoff after an engine failed. The plane was unable to stop and slid off the runway striking rocks and catching fire. Failure of No. 4 engine. Malfunctioning of the starboard brakes.,1958-02-01,douglas,dc-4,rio de janeiro,brazil,67.0,5.0
,Pakistan International Airlines,205,Dehli - Karachi,AP-AEH,052,38.0,21.0,2.0,Crashed shortly after taking off. Improper observation and interpretation of instruments. The captain did not properly observe and interpret his flight instruments and thus inadvertently permitted the aircraft to descend to the ground immediately after a night takeoff during which no visual reference was possible.,1958-05-15,convair,cv-240-7,new delhi,india,38.0,21.0
19:15,Military - U.S.  Air Force / Military - U.S. Navy,,Long Beach - McGuire AFB,53-3277A/127723,44622/,49.0,47.0,1.0,"The two aircraft collided at an altitude of 3,000 feet scattering wreckage over a residential and business area of suburban Los Angeles. The C-118 had just taken off from Long Beach Municipal Airport on a transcontinental flight and the P2V was on an instrument training exercise. All 41 killed on the C-118A, six on the P2V and one woman on the ground who was hit by debris outside her house. Pilot error, pilots of both aircraft.",1958-02-01,douglas,c-118a / lockheed p2v-5f,norwalk,california,49.0,47.0
14:17,British European Airways,609,Munich - Manchester,G-ALZU,5217,44.0,23.0,0.0,"The aircraft crashed during takeoff in a snowstorm. The aircraft never lifted from the runway, crashed through the barrier fence and into a house. A German inquiry into the accident concluded that an accumulation of ice on the wings was the cause of the accident. An English inquiry disagreed, stating drag, due to slush on the runway was the cause of the accident. Eight members of the Manchester United football (soccer) team killed.  The aircraft was named 'The Elizabethan.'",1958-02-06,airspeed,ambassador a5-57,munich,germany,44.0,23.0
,Réseau Aérien Interinsulaire,,,F-AOVV,,15.0,15.0,0.0,Struck the water and sank after the right wing tip float contacted the water during a shallow turn for final approach.,1958-02-19,consolidated,pby-5a  catalina,motu taoru,france,15.0,15.0
05:35,Military - U.S. Navy,,,BU-141310,,22.0,22.0,0.0,Disappeared while on patrol about 100 miles from the Azores. No trace of the aircraft was ever found.,1958-02-20,lockheed,wv-2,off corvo island,azores,22.0,22.0
09:45,Silver City Airways,,Isle of Man - Manchester,G-AICS,12762,42.0,35.0,0.0,Crashed into a mountain near Winter Hill during an approach. The First Officer used the wrong radio beacon (Oldham Becaon instead of on Wigan Beacon).,1958-02-27,bristol,170 freighter 21,horwich,england,42.0,35.0
19:45,Military - U.S. Marine Corps/Military - U.S. Marine Corps,,,129741/135350,,26.0,26.0,0.0,The aircraft collided after descending from a holding pattern while  attempting to land at Naha Air Base.  Failure of the AD-6 pilot to maintain his position. One killed aboard the AD-6. Poor judgement on the part of the R4Q Plane Commander.,1958-03-07,fairchild,r4q / dougas ad-6 skyraider,off ryukyu islands,okinawa,26.0,26.0
,Misrair,,Athens - Cairo,SU-AGN,196,26.0,8.0,0.0,"While approaching Cairo, the aircraft was diverted to Port Said where it ditched into Menzalah Lake.",1958-03-07,vickers,628 viking 1b,menzalah lake,egypt,26.0,8.0
02:05,Private,,,N300E,2312,4.0,4.0,0.0,"The aircraft went down 35 miles SW of Grants, New Mexico. Fog, snow and thunderstorms were reported in the area. Film director, producer Mike Todd, 49, husband of Elizabeth Taylor, killed.  Elizabeth Taylor, who had planned to go on the trip with her husband, remained at home, ill with bronchitis. The plane was named 'The Lucky Liz.'",1958-03-22,lockheed,18 lodestar,grants,new mexico,4.0,4.0
,Indian Airlines,,Simra - Kathmandu,VT-CYN,19988,20.0,20.0,0.0,"Due to a navigational error the aircraft flew the wrong route into a valley. While maneuvering to make a turn, the aircraft stalled and crashed. Wreckage was found 16 miles from Kathmandu.",1958-03-24,douglas,dc-3,near kathmandu,nepal,20.0,20.0
,Braniff Airlines,971,,N5904,45072/793,24.0,9.0,0.0,The plane crashed 2 minutes after takeoff while trying to return to the airport  after reporting a fire in the No. 3 engine. The failure of the captain to maintain altitude during an emergency return to the airport due to his undue preoccupation with an engine fire following takeoff.,1958-03-25,douglas,dc-7-c,miami,florida,24.0,9.0
16:15,Military - U.S. Air Force/Military - U.S. Air Force,,,52-981A/49-195A,,18.0,18.0,0.0,"Collided in midair while cruising at 6,000 ft. Both aircraft crashed into farmlands killing all aboard. The pilot of the 49-195A was flying at the wrong altitude.",1958-03-27,douglas,c-124c / fairchild c-119c,bridgeport,texas,18.0,18.0
,Transportes Aereos Orientales,,Quito - Esmeraldas,HC-SND,J5109,14.0,3.0,0.0,,1958-04-02,junkers,ju-52/3m,quito,ecuador,14.0,3.0
23:19,Capital Airlines,67,New York - Detroit - Saginaw - Chicago,N7437,135,47.0,47.0,0.0,"The aircraft stalled and crashed into a corn field, 300 feet short of the runway, while making a landing attempt at Tri-City Airport in restricted visibility of rain and snow. The aircraft struck the ground nose first, then flipped over and broke apart.  Icing of the horizontal stabilizer leading to loss of pitch control.",1958-04-06,vickers,viscount 745d,freeland,michigan,47.0,47.0
09:00,AREA,222,Guayaquil - Quito,HC-ACL,19779,32.0,32.0,0.0,Flew into a mountain 15 minutes after leaving Guayaquil. Procedural error. The pilot did not maintain IFR until clear of the cloud cover.,1958-04-07,douglas,dc-3,mt. illiniza,ecuador,32.0,32.0
20:07,Aviaco,,Zaragoza - Barcelona,EC-ANJ,14113,16.0,16.0,0.0,Crashed into the ocean after a sudden avoidance manuver. ATC error. Another aircraft was permitted to takeoff without the exact position of the plane being known.,1958-04-14,havilland,dh-114 heron 2d,off castell de fels,spain,16.0,16.0
08:30,United Air Lines / Military - U.S. Air Force,736,Los Angeles - New York City,N6328C/56-3755,45142 /243-31,49.0,49.0,0.0,"The DC-7 was en route from Los Angeles to Denver flying at 21,000 ft. The military jet was on a training mission being conducted under VFR. The fighter initiated an evasive maneuver just prior to colliding with the airliner. Both trainee and instructor aboard the F-100 were killed along with all forty-seven aboard the DC-7 airliner. A high rate of near head-on closure at high altitude,  human and cockpit limitations and the failure of Nellis Air Force Base and the Civil Aeronautics Administration to take measures to reduce a known collision exposure as training exercises were allowed to be conducted within the confines of several airways after numerous close calls with military jets had been reported by airline crews for more than a year prior to the tragedy.",1958-04-21,douglas,dc-7 / f-100f,near sloan,nevada,49.0,49.0
04:30,Sabena,,Lisbon - Leopoldville,OO-SFA,45157/737,65.0,61.0,0.0,"The aircraft developed trouble in the No. 1 engine while en route from Lisbon to Leopoldville. While attempting to land in poor visibility on 3 engines, the aircraft stalled 80 ft. above the ground and crashed into a building and burst into flames. Pre-crash damage to the No. 1 engine. An error of judgment by the pilot in reapplication of power when the aircraft was neither in the appropriate configuration nor at a sufficient speed to carry out the attempted safety maneuver.",1958-05-18,douglas,dc-7c,near casablanca,morocco,65.0,61.0
11:29,Capital Airlines / Military - Air National Guard,300,Pittsburgh - Baltimore,N7410/53-5966,108,11.0,11.0,0.0,"Midair collision at 8,000 ft., four miles ENE of Brunswick. Failure of the T-33A pilot to exercise a proper see and avoid procedure to avoid other traffic. One aboard the T-33 ejected safely, all aboard the Viscount were killed.",1958-05-20,vickers,viscount 745d / t-33a,brunswick,maryland,11.0,11.0
,Dan-Air Services,,,G-AMUV,,5.0,4.0,0.0,A fire in fligth caused by a failure of the No. 1 engine. During the ensuing forced landing on rough terrain the aircraft broke up and was consumed by fire.,1958-05-25,avro,685 york c-1,gurgaon,india,5.0,4.0
,Air France,,Algier - Colomb-Bechar - Tindouf,F-BHKV,20001,15.0,15.0,0.0,Crashed into mountains 100 miles southwest of Algiers.,1958-05-31,douglas,dc-3,sw of algiers,algeria,15.0,15.0
,Paraense Transportes Aéreos,,,PP-BTB,33304,4.0,4.0,0.0,The cargo plane crashed.,1958-05-31,curtiss,c-46d,rio de janeiro,brazil,4.0,4.0
05:23,Pan American World Airways,,San Francisco - Singapore,N1023V,15923,57.0,1.0,0.0,"A hard landing in heavy rain and gusty winds at Manila caused the collapse of the right main landing gear. A prop broke off the No. 3 engine, penetrated the cabin and killed one passenger. The aircraft was named 'Clipper Golden Gate.'",1958-06-02,boeing,377 stratocruiser 10-26,manila,philippines,57.0,1.0
,Aeronaves de Mexico,,Guadalajara - Mexico City,XA-MEV,2665,45.0,45.0,0.0,The plane crashed into La Latilla mountain 13 km west of Guadalajara. The aircraft did not climb out in accordance with approved procedures.,1958-06-02,lockheed,749a constellation,near guadalajara,mexico,45.0,45.0
13:58,Capital Airlines,,Training,N49553,4820,3.0,1.0,0.0,"Following the trainee-pilot's failure to maintain minimum-control speed during an attempted go-around, the instructor-pilot failed to take control of the aircraft in sufficient time to prevent a critical loss of altitude. A contributing factor was the malfunction of the landing gear latch which delayed retraction of the landing gear and caused the distraction of the instructor-pilot for several seconds during a critical period of the go-around.",1958-06-04,douglas,dc-3,martinsburg,west virginia,3.0,1.0
,Cruzeiro,,Florianopolis - Curitiba,PP-CEP,493,27.0,19.0,0.0,Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear.,1958-06-16,convair,cv-440-59,curitiba,brazil,27.0,19.0
,Indian Airlines,,,VT-COJ,10051,7.0,7.0,0.0,While manoeuvring at a low height in mountainous terrain during a supply dropping mission the port wing of the cargo plane grazed the side of a hill thus causing the aircraft to slew and crash. A contributory factor might have been the mismanagement of the fuel system which caused temporary loss of engine power and height.,1958-06-25,douglas,c-47a,mohanbari,india,7.0,7.0
00:30,Military - U.S. Air Force,,Westover AFB - London,56-3599A,17348,15.0,15.0,0.0,"The aircraft crashed while attempting to break a transatlantiflight record. Heavily loaded with fuel, the pilots failed to detect the aircraft had gone into a slight descent shortly after becoming airborne. The plane struck some power lines and crashed near the Massachusetts Turnpike. The dead included six journalists.",1958-06-27,boeing,kc-135a,near chicopee falls,massachusetts,15.0,15.0
,Indian Airlines,,,VT-CYM,19317,3.0,3.0,0.0,Structural failure in the air.,1958-07-09,douglas,c-47a,dhaka,baangladesh,3.0,3.0
01:14,Central African Airways,,Wadi Halfa - Benina,VP-YNE,102,54.0,36.0,0.0,Crashed into high ground during approach. Misinterpreted or misread altimeter reading. Possible fatigue.,1958-08-09,vickers,viscount 748d,benghazi,libya,54.0,36.0
,All Nippon Airways,,Tokyo - Nagoya,JA5045,7336,33.0,33.0,0.0,Ditched into the sea near Izu Island appoximately 1 hour after taking off after experiencing engine trouble.,1958-08-12,douglas,dc-3,sakiya saugye,japan,33.0,33.0
,LANSA,,,PP-LEQ,10544,10.0,10.0,0.0,Crashed on approach. Cause unknown.,1958-08-12,douglas,dc-4,maraso bay,brazil,10.0,10.0
03:45,KLM Royal Dutch Airlines,607E,Amsterdam - Shannon - Gander - New York,PH-LKM,4841,99.0,99.0,0.0,"The aircraft crashed into the sea while en route from Shannon to Gander, Newfoundland. Possible overspeeding of outer propeller.",1958-08-14,lockheed,1049h super constellation,north atlantiocean,ireland,99.0,99.0
,Northeast Airlines,258,New York City - Nantucket,N90670,090,34.0,24.0,0.0,"The aircraft crashed 1,450 feet short of the runway while on approach. Poor judgement and technique by the pilot during approach in poor weather conditions.",1958-08-15,convair,cv-240-2,nantucket,massachusett,34.0,24.0
,Aeroflot,,,CCCP-L5442,,64.0,64.0,0.0,The aircraft stalled after flying over a thunderstorm. The aircraft climbed in excess of its operational ceiling considering its weight.,1958-08-15,tupolev,tu-104-a,near chita,russia,64.0,64.0
,Military - U.S. Air Force,,,56-0528,3136,17.0,17.0,0.0,Shot down by Soviet Mig fighters.,1958-09-02,lockheed,c-130a-ii hercules,sasnashen,russia,17.0,17.0
,Independent Air Travel,,,G-AIJE,127,3.0,3.0,4.0,The cargo plane lost an engine on the initial climb and was not able to maintain altitude and crashed.,1958-09-02,vickers,621 viking 1,london,england,3.0,3.0
06:10,Military - U.S. Air Force,,Guam - Clark AB,52-1081A,,19.0,19.0,0.0,The aircraft crashed 35 miles west of Agana Naval Air Station. In-flight fire of unknown origin.,1958-09-02,douglas,c-124c globemaster,off guam,,19.0,19.0
,Loide Aereo Nacional,,,PP-LDX,30288,18.0,13.0,0.0,The aircraft crashed after a second landing attempt. Improper approach procedure. Incorrect forcast provided to the crew.,1958-09-05,curtiss,c-46a-cu,campina grande,brazil,18.0,13.0
,Military - U.S. Air Force / U.S. Air Force,,,56-661 / 56-681,,16.0,13.0,0.0,"In VFR conditions the two Boeing B-52 Stratofortress bombers approached the same runway at the same time. The two aircraft rammed into each other 900 feet above the ground and crashed. Eight out of 9 aboard 56-661 were killed. Five out of 7 aboard 56-681 were killed. Operator error, in that the pilots of both aircraft failed to maintain safe separation during VFR conditions.",1958-09-08,boeing,b-52 / boeing b-52,near fairchild afb,washington dc,16.0,13.0
,Flying Tiger Line,,,N6920C,4822,8.0,8.0,0.0,Crashed into Mount Oyama 15 miles southwest of Tokyo.,1958-09-09,lockheed,l-1049h super constellation,mount oyama,japan,8.0,8.0
,Military - U.S. Air Force,,,56-0526,3134,15.0,15.0,0.0,Midair collision.,1958-09-15,lockheed,c-130a hercules,triel,france,15.0,15.0
,Middle East Airlines,,Beirut - Rome,OD-ADB,1307,5.0,5.0,0.0,The cargo plane disappeared over the Mediterranean Sea and was never found.,1958-09-29,avro,685 york i,over the mediterranean sea,,5.0,5.0
,Military - U.S. Air Force,,,55-4521A,,19.0,19.0,0.0,Crashed and exploded on flat terrain easts of Payette. A loss of control or the incapacitation of one of the pilots may have factored in the accident.,1958-10-09,fairchild,c-123 provider,payette,idaho,19.0,19.0
00:22,Linea Aeropostal Venezolana,,,YV-C-ANC,4575,23.0,23.0,0.0,Crashed into the Alto del Cedro mountain. Premature descent. Navigation error. Lack of navigation facilities in the area.,1958-10-14,lockheed,1049e super constellation,mt. alto del cedro,venezuela,23.0,23.0
,TAM (Bolivia),,Fortin Campero - Tarija,TAM-03,13839,20.0,20.0,0.0,Crashed into mountain while en route.,1958-10-15,douglas,c-47a,villa montes,bolivia,20.0,20.0
,Aeroflot,,Peking - Moscow,CCCP-42362,,80.0,80.0,0.0,"The plane was on a flight from Peking to Moscow at FL330 when it went out of control. The aircraft experienced extreme turbulence during a climb, stalled and plunged to earth and burned. The captain described everything as it happened as he attempted to recover from the uncontrolled descent, ending the radio transmission with a farewell.",1958-10-17,tupolev,tu-104a,near kanash,russia,80.0,80.0
,Military - U.S. Navy,,"Patuxent River, NAS - Argentia,NAS",Bu141294,,29.0,11.0,0.0,"Crashed 1,000 feet short of the Argentia, NAS runway.",1958-10-18,lockheed,wv-2 super constellation,placentia bay,canada,29.0,11.0
11:50,British European Airways,142,London - Napoli,G-ANHC,063,31.0,31.0,0.0,Midair collision with an Italian Air Force F-86. The airliner drifted off course. Neither pilot saw each other before they collided.,1958-10-22,vickers,viscount 701c,anzio,italy,31.0,31.0
02:01,Cubana de Aviacion,495,Miami - Varadero,CU-T603,091,20.0,17.0,0.0,"Hijacked by 4 Cuban rebels, the plane crashed after running out of fuel while attempting to land at Preston Airport.",1958-11-01,vickers,viscount 755d,nipe bay,cuba,20.0,17.0
20:00,Yemen Airlines,,Rome - Belgrade,YE-AAB,4345,8.0,8.0,0.0,"The DC-3 was to fly the Yemenite Under Secretary of Foreign Affairs from Rome to Belgrade. The aircraft The aircraft crashed on the western slopes of Mount Porretta at an elevation of 2,690 feet due to a navagation error. Pilot error.",1958-11-03,douglas,c-47-dl,near roccatamburo di poggiodomo,italy,8.0,8.0
,TAM (Bolivia),,San Borja - La Paz,TAM-05,,3.0,3.0,0.0,The cargo plane disappeared en route.,1958-11-08,douglas,dc-3,la paz,bolivia,3.0,3.0
13:21,ARTOP Aerotopografica LDA,,Cabo Ruivo - Funchal,CS-THB,59144,36.0,36.0,0.0,The aircraft was missing on a flight from Cabo Ruivo to Funchal over the North Atlantiafter transmitting an emergency message positioning the aircraft at  36 degrees 40 minutes N 12 degrees W.,1958-11-09,martin,mariner,north atlantiocean,,36.0,36.0
,Capitol Airways,,,N1301N,22480,2.0,2.0,0.0,"The cargo plane lost an engine while enroute and crashed. Icing, turbulence.",1958-11-16,curtiss,c-46f,fort collins,colorado,2.0,2.0
17:15,Aviaco,,Vigo - Madrid,EC-ANR,28,21.0,21.0,0.0,Crashed into La Rodilla de la Mujer Muerta while on approach to Madrid. Loss of control due to icing and turbulence.,1958-12-04,sncase,languedoc,guadarrama mountains,spain,21.0,21.0
11:58,BOAC,,Test,,,12.0,9.0,0.0,While descending the aircraft struck the ground in heavy fog.,1958-12-24,bristol,175 britannia 312,winkton,england,12.0,9.0
12:52,Union Aeromaritime de Transport,736,Johannesberg - Salisbury - Brazzaville - Nice - Paris,F-BGTZ,43827/337,70.0,3.0,0.0,"The aircraft took off into heavy thunderstorms, was not able to maintain height and airspeed and crashed to the ground. The aircraft struck the ground shortly after takeoff as a result of an uncontrollable loss of airspeed and height due to a sudden squall accompanying the onset of a thunderstorm.",1958-12-26,douglas,dc-6b,salisbury,zimbabwe,70.0,3.0
,VASP,,Rio de Janeiro - Sao Paulo,PP-SQE,103,37.0,21.0,0.0,Crashed on takeoff after the No.1 engine failed. Pilot error. Pilot's incorrect handling of controls in flight.,1958-12-30,saab,scandia,rio de janeiro,brazil,37.0,21.0
,Ethiopian Airlines,,Tippi - Jimma,ET-T-1,10053,18.0,5.0,1.0,Swerved off the runway while taking off and struck a structure.,1962-01-13,douglas,dc-3,near tippi,ethiopia,18.0,5.0
11:20,Sahsa Airlines,,Copan - Nuovo Octopeque,XH-SAA,19667,5.0,5.0,0.0,Crashed into Mt. Pena Blanca while en route. The pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude.,1959-01-06,douglas,dc-3,mt. pena blanca,guatemala,5.0,5.0
20:32,Southeast Airlines,308,Nashville - Knoxville - Tri-City Aport,N18941,2007,10.0,10.0,0.0,"The aircraft struck a mountain during an ILS approach to Tri-City Airport. Pilot's failure to identify an intersection properly, resulting in flying 15 miles beyond the outer marker and descending to an alititude too low to clear high terrain. An inoperative compass was not entered into the aircraft log.",1959-01-08,douglas,dc-3,mt. holston,tennessee,10.0,10.0
,Lufthansa,,Hamburg - Rio de Janeiro,D-ALAK,4602,39.0,36.0,0.0,"The plane descended over Guanabara Bay in rain, struck the water with the nosewheel and crashed on Flecheiras Beach, short of the runway. Descent below minima for reasons unknown. Crew fatigue possible.",1959-01-11,lockheed,1049g super constellation,rio de janeiro,brazil,39.0,36.0
,California Air Freight,,"Burbank, CA - Seattle, WA",N1240N,22404,2.0,2.0,0.0,The cargo plane crashed into Panther Peak while en route.,1959-01-14,curtiss,c-46f,panther peak,california,2.0,2.0
21:40,Austral Lineas Aeras (Argentina),,Buenos Aires - Mar del Plata,LV-GED,30514,52.0,51.0,0.0,"The aircraft overshot runway and a missed approach procedure was initiated. The plane gradually descended into the ocean just offshore. The pilot was not familiar with the airport and he miscalculated during the instrument approach procedure. The pilot's temporarily confused mental state when he found himself in this critical situation, effectuating his capability and skill.",1959-01-16,curtiss,c-46a-50-cu,off mar del plata,argentina,52.0,51.0
,Linea Expresa Bolivar,,Merida - Lagunillas,YV-C-LBI,33411,4.0,4.0,0.0,"While en route,  flying VFR the plane ran into a cloud covered El Callejon pass  at 7,000 feet. The aircraft made a 180deg turn but crashed into the La Culata Peak at an altitude of 13,500 feet. Flying of the aircraft at an insufficient altitude over an area apparently unfamiliar to the pilot.",1959-01-21,curtiss,c-46d-15-cu,near merida,venezuela,4.0,4.0
15:00,Air Jordan,601,Jerusalem - Dobouk,JY-ACB,055,15.0,10.0,0.0,Struck trees during approach and crashed 2.8 miles northwest of Wadi-Es-Sir. Adverse weather conditions.,1959-01-22,convair,cv-240-2,dabouk,jordan,15.0,10.0
06:10,Air Charter,,,G-AGRG,1255,6.0,2.0,0.0,"Overran the runway while taking off, cashed and burst into flames. Windshear.",1959-01-27,avro,688,brindisi,italy,6.0,2.0
23:37,General Airways,,"Pueblo, CO - San Antoonio, TX",N17314,1924,28.0,3.0,0.0,The aircraft crashed into a hill while attempting an emergency landing after experiencing icing. The captain's poor judgment in continuing into known and dangerous icing conditions.,1959-02-01,douglas,dc-3,kerrville,texas,28.0,3.0
01:00,Dwyer Flying Service - Private Charter,-,Mason City - Fargo,N3794N,D- 1019,4.0,4.0,0.0,"Buddy Holly chartered the plane to fly to Fargo after appearing as part of the Winter Dance Party tour at Clearlake, Iowa.  J.P. 'The Big Bopper' Richardson, who was suffering from the flu, talked Waylon Jenning into giving up his seat. Ricthie Valens won a coin-toss and went in place of Tommy Allsup. He commented 'I never won anything in my life' after winning the coin-toss. The plane took off into deteriorating weather conditions. The pilot, Roger Peterson, was not certified to fly IFR. The wreckage of the plane was found the next morning in a snowy meadow, 5 miles NW of the airport. The plane hit the ground at a high rate of speed and singers Ritchie Valens, 17, Buddy Holly, 22, Jiles P. 'The Big Bopper' Richardson, 28, as well as the pilot, were killed instantly. It appeared, the pilot became disoriented and flew the plane into the ground.  Officially: The pilot's decision to undertake a flight in which the likelihood of encountering IFR conditions existed, when he was not certified to fly IFR. Also, deficiencies in the weather briefing and the pilot's unfamiliarity with the instrument which determines the attitude of the aircraft. In later years, a story appeared in the Iowa Globe Gazette in which a pilot, Al Potter, flying in the vicinity of the aircraft that night, claimed he was in contact with the aircraft shortly before it crashed. Potter stated the pilot radioed he had taken on ice and was losing power.",1959-02-03,beechcraft,bonanza 35,mason city,iowa,4.0,4.0
23:56,American Airlines,320,Chicago - New York City,N6101A,1015,73.0,65.0,0.0,"While attempting to land in rain and fog at La Guardia Airport, the aircraft descended below the minimum altitude and crashed into the East River. The aircraft struck the water while in shallow descent at 150 mph with its landing gear and flaps extended. Primarily the crash resulted from the failure of the crew to properly monitor essential instruments for determining attitude due to preoccupation with particular aspects of the aircraft and its environment. Limited experience of the crew with this particular type of aircraft. Erroneous setting of the captain's altimeter. Possibly misinterpretation of the altimeter and rate of descent indicator.",1959-02-03,lockheed, 188a electra,la guardia airport,ny,73.0,65.0
16:00,Turkish Airlines (THY),,Ankara - Istanbul -  London,TC-SEV,429,24.0,14.0,0.0,"While on approach, the jet lost its wings and had its engines torn off as it ploughed 300 yards through the woods and landed upside down with trees embedded in the mangled fuselage and burst into flames. The flight had been diverted to Gatwick because of fog at London.  Cause unknown.",1959-02-17,vickers,viscount 794d,gatwick,england,24.0,14.0
,Southern Cross Airways,,"Arica, Colombia - Puerto Suarez, Bolilvia",N68823,26818,5.0,5.0,0.0,The cargo plane was overloaded and could not maintain altitude after losing an engine. Crashed while attempting an emergency landing.,1959-02-18,curtiss,c-46a,belen,chile,5.0,5.0
,Ariana Afghan Airlines,202,Beirut - Tehran,YA-BAG,18367,27.0,24.0,0.0,"Crashed shortly after takeoff, 2.5 miles from Beirut Airport. Navigation error. Possible in-flight fire in the No. 1 engine which induced the pilot to start fire emergency action with a resulting reduction in the rate of turn and the rate of climb.",1959-11-21,douglas,dc-4,beirut,lebanon,27.0,24.0
